Wind;PV_rt
0,017443;0,001307005
0,036918;0
0,039913;0
0,071126;0
0,1184;0
0,18696;0
0,26526;0
0,36656;0
0,39344;0
0,39344;0
0,33071;0
0,25902;0
0,25766;0
0,1924;0
0,14803;0
0,093607;0
0,08459;0
0,08459;0
0,08459;0
0,085556;0
0,13193;0
0,15705;0
0,16158;0
0,23409;0
0,21143;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15705;0
0,15841;0
0,22367;0
0,25902;0
0,25902;0
0,2859;0
0,38448;0
0,39344;0
0,39344;0
0,45141;0
0,55843;0
0,67082;0
0,76721;0
0,76721;0
0,74793;0
0,5937;0
0,48262;0
0,37193;0
0,27156;0
0,22367;0
0,15165;0
0,096184;0
0,08459;0
0,08459;0
0,078878;0
0,044401;0
0,038689;0
0,063169;0
0,08459;0
0,077246;0
0,042973;0
0,038689;0,010831674
0,038689;0,034612042
